date,domain,source
2026-03-14,%20mandrillapp.com,Phishing.Database
2026-03-14,0-105.com,Phishing.Database
2026-03-14,0-9-8-7-6-5-4-3-2-1-0.live,Phishing.Database
2026-03-14,0-amazon.weebly.com,Phishing.Database
2026-03-14,0-amfc.firebaseapp.com,Phishing.Database
2026-03-14,0-whatsapp.com,Phishing.Database
2026-03-14,0.0.0.0forum.cryptonight.net,Phishing.Database
2026-03-14,0.0.0.0mailgate.cryptonight.net,Phishing.Database
2026-03-14,0.0.0.0ns10.cryptonight.net,Phishing.Database
2026-03-14,0.0.0.0ssl.cryptonight.net,Phishing.Database
2026-03-14,0.0.0assets.cryptonight.net,Phishing.Database
2026-03-14,0.0.0dbs.cryptonight.net,Phishing.Database
2026-03-14,0.0.0fileserver.cryptonight.net,Phishing.Database
2026-03-14,0.0.0mail3.cryptonight.net,Phishing.Database
2026-03-14,0.0.0ns6.cryptonight.net,Phishing.Database
2026-03-14,0.0.0t.cryptonight.net,Phishing.Database
2026-03-14,0.0.0wsus.cryptonight.net,Phishing.Database
2026-03-14,0.0l.cryptonight.net,Phishing.Database
2026-03-14,0.0mx03.cryptonight.net,Phishing.Database
2026-03-14,0.232.205.92.host.secureserver.net,Phishing.Database
2026-03-14,0.bgeneral0.repl.co,Phishing.Database
2026-03-14,0.fascinatingsciencemag.com,Phishing.Database
2026-03-14,0.feixue316p.cloudns.biz,Phishing.Database
2026-03-14,0.feixue317p.cloudns.biz,Phishing.Database
2026-03-14,0.feixue318p.cloudns.biz,Phishing.Database
2026-03-14,0.fres-news.com,Phishing.Database
2026-03-14,0.sciiaawuroyagu9524.workers.dev,Phishing.Database
2026-03-14,0.tecnodentalrd.com,Phishing.Database
2026-03-14,0.vsxmfkrvoipzs67.workers.dev,Phishing.Database
2026-03-14,0.xyasrhsju3235.workers.dev,Phishing.Database
2026-03-14,00-5fu.pages.dev,Phishing.Database
2026-03-14,00-663b30.ingress-daribow.ewp.live,Phishing.Database
2026-03-14,00-974a.duckdns.org,Phishing.Database
2026-03-14,00-c1aimn0w.com,Phishing.Database
2026-03-14,00.buh30-00.ru,Phishing.Database
2026-03-14,000-00-000-000000.pages.dev,Phishing.Database
2026-03-14,000-7yt65t564656ythygy.000webhostapp.com,Phishing.Database
2026-03-14,000.abreubueno91.repl.co,Phishing.Database
2026-03-14,0000-1t8.pages.dev,Phishing.Database
2026-03-14,0000.com.my,Phishing.Database
2026-03-14,0000.hopto.org,Phishing.Database
2026-03-14,00000--bancogeneral3.repl.co,Phishing.Database
2026-03-14,0000000000000000000000000.findyourjacket.com,Phishing.Database
2026-03-14,00000000000000000000000000000000000000000.xyz,Phishing.Database
2026-03-14,00000000000000000000000000000000000000dfjjjhv.000webhostapp.com,Phishing.Database
2026-03-14,00000000000000000000000056000005-102299.weeblysite.com,Phishing.Database
2026-03-14,000000000000000000gg.000webhostapp.com,Phishing.Database
2026-03-14,00000000000000000update.emy.ba,Phishing.Database
2026-03-14,000000000000000ooooo.000webhostapp.com,Phishing.Database
2026-03-14,0000000000000f0i0c0o0h0s0a.000webhostapp.com,Phishing.Database
2026-03-14,0000000000c0.x9xcax2a.workers.dev,Phishing.Database
2026-03-14,000000000a0uutlook.weebly.com,Phishing.Database
2026-03-14,00000000883838383992929292222.ratingandreviews.in,Phishing.Database
2026-03-14,00000000920.us-south.cf.appdomain.cloud,Phishing.Database
2026-03-14,0000000095.godaddysites.com,Phishing.Database
2026-03-14,00000002.c1.biz,Phishing.Database
2026-03-14,0000000666666.000webhostapp.com,Phishing.Database
2026-03-14,0000000o.weebly.com,Phishing.Database
2026-03-14,0000000wer.000webhostapp.com,Phishing.Database
2026-03-14,000000541840000.co.vu,Phishing.Database
2026-03-14,0000006738.vercel.app,Phishing.Database
2026-03-14,000000788-66666666.000webhostapp.com,Phishing.Database
2026-03-14,00000078uu7u8790090900.000webhostapp.com,Phishing.Database
2026-03-14,000000login.weebly.com,Phishing.Database
2026-03-14,000001010010104106.cloud,Phishing.Database
2026-03-14,000002456171.ml,Phishing.Database
2026-03-14,000002456180.ml,Phishing.Database
2026-03-14,000003.000000000013.repl.co,Phishing.Database
2026-03-14,0000091193.xyz,Phishing.Database
2026-03-14,00000f.nuevaconfirma.repl.co,Phishing.Database
2026-03-14,00000microsof.tonohost.com,Phishing.Database
2026-03-14,00000wefv.000webhostapp.com,Phishing.Database
2026-03-14,00001-888887766.weebly.com,Phishing.Database
2026-03-14,00001062.com,Phishing.Database
2026-03-14,000012151000.co.vu,Phishing.Database
2026-03-14,000012223.weebly.com,Phishing.Database
2026-03-14,000025123.com,Phishing.Database
2026-03-14,00003.godaddysites.com,Phishing.Database
2026-03-14,000066.godaddysites.com,Phishing.Database
2026-03-14,0000666688887777.000webhostapp.com,Phishing.Database
2026-03-14,00008.godaddysites.com,Phishing.Database
2026-03-14,000083.godaddysites.com,Phishing.Database
2026-03-14,0000bbffxzzzz900.000webhostapp.com,Phishing.Database
2026-03-14,0000guatec.davieelchirinos.repl.co,Phishing.Database
2026-03-14,0000h00003.byethost7.com,Phishing.Database
2026-03-14,0000mscautorizationclientid.com,Phishing.Database
2026-03-14,0000qwew341432edxzt.000webhostapp.com,Phishing.Database
2026-03-14,0000wa0outlook.weebly.com,Phishing.Database
2026-03-14,0001.353527440.workers.dev,Phishing.Database
2026-03-14,00010xsea34dsd.co.vu,Phishing.Database
2026-03-14,000111.pages.net.br,Phishing.Database
2026-03-14,00012sbcglobal.weebly.com,Phishing.Database
2026-03-14,000133210.000webhostapp.com,Phishing.Database
2026-03-14,000193.azurewebsites.net,Phishing.Database
2026-03-14,0001home.webflow.io,Phishing.Database
2026-03-14,0001qwis.webflow.io,Phishing.Database
2026-03-14,0001siteenconstruction2.fr,Phishing.Database
2026-03-14,0002-i-nastolatek-to-przegrales-zycie-i-to-z-kretesem.fun,Phishing.Database
2026-03-14,000220.000webhostapp.com,Phishing.Database
2026-03-14,000247aa8f117a13af2094b691ab1b3e.serveo.net,Phishing.Database
2026-03-14,00030ae9.qepfmq.shop,Phishing.Database
2026-03-14,000343594567126312342754pgsbsnsswrng.000webhostapp.com,Phishing.Database
2026-03-14,0005tecnicoasistente.000webhostapp.com,Phishing.Database
2026-03-14,0006.mediafirew.xyz,Phishing.Database
2026-03-14,0006.uk,Phishing.Database
2026-03-14,000667993.codepen.website,Phishing.Database
2026-03-14,000690750.deployed.codepen.website,Phishing.Database
2026-03-14,000717-coinbase.com,Phishing.Database
2026-03-14,0007854.atwebpages.com,Phishing.Database
2026-03-14,0007933738373.myportfolio.com,Phishing.Database
2026-03-14,000811893962007154932393170597959432.hanefra7bikiemta.com,Phishing.Database
2026-03-14,000838774343.000webhostapp.com,Phishing.Database
2026-03-14,00099881111.000webhostapp.com,Phishing.Database
2026-03-14,0009aak.pages.dev,Phishing.Database
2026-03-14,000agreementmail.weebly.com,Phishing.Database
2026-03-14,000cc-ed5446.pages.dev,Phishing.Database
2026-03-14,000ccee008762200ccceecc.pages.dev,Phishing.Database
2026-03-14,000chgojhd78jhvbwreuvk.webnode.com,Phishing.Database
2026-03-14,000codashoppfreee-771.duckdns.org,Phishing.Database
2026-03-14,000e-239f-23ea3-yah100-8ta1xb1rs33.netlify.app,Phishing.Database
2026-03-14,000f9e-48.myshopify.com,Phishing.Database
2026-03-14,000ficohs99onli22.125mb.com,Phishing.Database
2026-03-14,000ind002.webflow.io,Phishing.Database
2026-03-14,000int-5403945int.xyz,Phishing.Database
2026-03-14,000itkw.lfd.myj.mybluehost.me,Phishing.Database
2026-03-14,000jbjdvvdhjvbdjvndvdv.s3.us-east-2.amazonaws.com,Phishing.Database
2026-03-14,000l.weebly.com,Phishing.Database
2026-03-14,000l34e.wcomhost.com,Phishing.Database
2026-03-14,000m8ih.wcomhost.com,Phishing.Database
2026-03-14,000mclogin.micloud-object-storage-xc-cos-static-web-hosting-qny.s3.us-east.cloud-object-storage.appdomain.cloud,Phishing.Database
2026-03-14,000nt6r.wcomhost.com,Phishing.Database
2026-03-14,000nx2b.wcomhost.com,Phishing.Database
2026-03-14,000o2ba.wcomhost.com,Phishing.Database
2026-03-14,000o4d4.wcomhost.com,Phishing.Database
2026-03-14,000o5eh.wcomhost.com,Phishing.Database
2026-03-14,000o8dc.wcomhost.com,Phishing.Database
2026-03-14,000ogwl.wcomhost.com,Phishing.Database
2026-03-14,000ogxd.wcomhost.com,Phishing.Database
2026-03-14,000oiq3.wcomhost.com,Phishing.Database
2026-03-14,000p0d5.wcomhost.com,Phishing.Database
2026-03-14,000p0dg.wcomhost.com,Phishing.Database
2026-03-14,000p4en.wcomhost.com,Phishing.Database
2026-03-14,000p6vl.wcomhost.com,Phishing.Database
2026-03-14,000p7l3.wcomhost.com,Phishing.Database
2026-03-14,000p8my.wcomhost.com,Phishing.Database
2026-03-14,000pbob.wcomhost.com,Phishing.Database
2026-03-14,000pbox.wcomhost.com,Phishing.Database
2026-03-14,000unlock.000webhostapp.com,Phishing.Database
2026-03-14,000update1.alsgroup-eg.com,Phishing.Database
2026-03-14,000web-signon.4nmn.com,Phishing.Database
2026-03-14,000webhostcrazystikers.000webhostapp.com,Phishing.Database
2026-03-14,000wechost.000webhostapp.com,Phishing.Database
2026-03-14,000wuwtg000ywwtvwt0y.networkmcn.com,Phishing.Database
2026-03-14,000xxxbodddxx00.webcindario.com,Phishing.Database
2026-03-14,000yahoo.weebly.com,Phishing.Database
2026-03-14,000zc.000webhostapp.com,Phishing.Database
2026-03-14,001-a3s.pages.dev,Phishing.Database
2026-03-14,001-a6j.pages.dev,Phishing.Database
2026-03-14,001-eca.pages.dev,Phishing.Database
2026-03-14,001.1614214972.workers.dev,Phishing.Database
2026-03-14,001.9zhmn1k5.workers.dev,Phishing.Database
2026-03-14,001.gamecc.workers.dev,Phishing.Database
2026-03-14,00100.zzzly0925.workers.dev,Phishing.Database
2026-03-14,00100601120140002.cf,Phishing.Database
2026-03-14,00100601120140009.ml,Phishing.Database
2026-03-14,00104.github.io,Phishing.Database
2026-03-14,00110000.com,Phishing.Database
2026-03-14,001107018.studentserver.com.au,Phishing.Database
2026-03-14,00110omeopranslateslentldetext.godaddysites.com,Phishing.Database
2026-03-14,001114.itabankk.repl.co,Phishing.Database
2026-03-14,001122102120.duckdns.org,Phishing.Database
2026-03-14,00112378.com,Phishing.Database
2026-03-14,0011thu001-secondary.z1.web.core.windows.net,Phishing.Database
2026-03-14,0012-107647.weeblysite.com,Phishing.Database
2026-03-14,0012b3a1.89dduvdjsi.shop,Phishing.Database
2026-03-14,0013009.com,Phishing.Database
2026-03-14,001420990998183-dot-wetransfer-auth-file-342.appspot.com,Phishing.Database
2026-03-14,0014555.000webhostapp.com,Phishing.Database
2026-03-14,00155.cn,Phishing.Database
2026-03-14,0016948.bancoteafirma.repl.co,Phishing.Database
2026-03-14,00169763258316485.eu-gb.cf.appdomain.cloud,Phishing.Database
2026-03-14,00186.shop,Phishing.Database
2026-03-14,00186e.com,Phishing.Database
2026-03-14,001892.com,Phishing.Database
2026-03-14,001983878188731stea8a1a0.myclickfunnels.com,Phishing.Database
2026-03-14,001codashop.freefire-work.duckdns.org,Phishing.Database
2026-03-14,001dreamery.sa.com,Phishing.Database
2026-03-14,001fzh.corvettesandbids.com,Phishing.Database
