date,domain,source
2026-04-01,%20mandrillapp.com,Phishing.Database
2026-04-01,0-105.com,Phishing.Database
2026-04-01,0-9-8-7-6-5-4-3-2-1-0.live,Phishing.Database
2026-04-01,0-amazon.weebly.com,Phishing.Database
2026-04-01,0-amfc.firebaseapp.com,Phishing.Database
2026-04-01,0-whatsapp.com,Phishing.Database
2026-04-01,0.0.0.0forum.cryptonight.net,Phishing.Database
2026-04-01,0.0.0.0mailgate.cryptonight.net,Phishing.Database
2026-04-01,0.0.0.0ns10.cryptonight.net,Phishing.Database
2026-04-01,0.0.0.0ssl.cryptonight.net,Phishing.Database
2026-04-01,0.0.0assets.cryptonight.net,Phishing.Database
2026-04-01,0.0.0dbs.cryptonight.net,Phishing.Database
2026-04-01,0.0.0fileserver.cryptonight.net,Phishing.Database
2026-04-01,0.0.0mail3.cryptonight.net,Phishing.Database
2026-04-01,0.0.0ns6.cryptonight.net,Phishing.Database
2026-04-01,0.0.0t.cryptonight.net,Phishing.Database
2026-04-01,0.0.0wsus.cryptonight.net,Phishing.Database
2026-04-01,0.0l.cryptonight.net,Phishing.Database
2026-04-01,0.0mx03.cryptonight.net,Phishing.Database
2026-04-01,0.232.205.92.host.secureserver.net,Phishing.Database
2026-04-01,0.bgeneral0.repl.co,Phishing.Database
2026-04-01,0.fascinatingsciencemag.com,Phishing.Database
2026-04-01,0.feixue316p.cloudns.biz,Phishing.Database
2026-04-01,0.feixue317p.cloudns.biz,Phishing.Database
2026-04-01,0.feixue318p.cloudns.biz,Phishing.Database
2026-04-01,0.fres-news.com,Phishing.Database
2026-04-01,0.sciiaawuroyagu9524.workers.dev,Phishing.Database
2026-04-01,0.tecnodentalrd.com,Phishing.Database
2026-04-01,0.vsxmfkrvoipzs67.workers.dev,Phishing.Database
2026-04-01,0.xyasrhsju3235.workers.dev,Phishing.Database
2026-04-01,00-5fu.pages.dev,Phishing.Database
2026-04-01,00-663b30.ingress-daribow.ewp.live,Phishing.Database
2026-04-01,00-974a.duckdns.org,Phishing.Database
2026-04-01,00-c1aimn0w.com,Phishing.Database
2026-04-01,00.buh30-00.ru,Phishing.Database
2026-04-01,000-00-000-000000.pages.dev,Phishing.Database
2026-04-01,000-7yt65t564656ythygy.000webhostapp.com,Phishing.Database
2026-04-01,000.abreubueno91.repl.co,Phishing.Database
